,temp_air,ghi,dni,dhi,wind_speed
2022-01-01 00:00:00,8.54,32.4,16.64,29.75,1.37
2022-01-01 01:00:00,7.54,0.0,-0.0,0.0,1.41
2022-01-01 02:00:00,6.55,0.0,-0.0,0.0,1.44
2022-01-01 03:00:00,5.55,0.0,-0.0,0.0,1.48
2022-01-01 04:00:00,4.55,0.0,-0.0,0.0,1.52
2022-01-01 05:00:00,3.55,0.0,-0.0,0.0,1.55
2022-01-01 06:00:00,2.55,0.0,-0.0,0.0,1.59
2022-01-01 07:00:00,1.55,0.0,-0.0,0.0,1.63
2022-01-01 08:00:00,1.76,0.0,-0.0,0.0,1.52
2022-01-01 09:00:00,1.7,0.0,-0.0,0.0,1.45
2022-01-01 10:00:00,1.14,0.0,-0.0,0.0,1.59
2022-01-01 11:00:00,1.76,0.0,-0.0,0.0,1.59
2022-01-01 12:00:00,1.39,0.0,-0.0,0.0,1.52
2022-01-01 13:00:00,1.42,0.0,-0.0,0.0,1.38
2022-01-01 14:00:00,1.26,0.0,-0.0,0.0,1.45
2022-01-01 15:00:00,1.12,0.0,-0.0,0.0,1.52
2022-01-01 16:00:00,1.72,119.2,530.9,45.6,1.45
2022-01-01 17:00:00,4.41,169.8,265.43,91.25,1.52
2022-01-01 18:00:00,6.31,254.15,255.6,147.4,2.07
2022-01-01 19:00:00,8.39,227.7,103.84,176.25,3.17
2022-01-01 20:00:00,9.08,242.15,82.61,198.85,3.72
2022-01-01 21:00:00,9.29,155.65,24.52,143.35,3.59
2022-01-01 22:00:00,8.98,105.25,9.78,101.05,2.97
2022-01-01 23:00:00,8.63,43.05,0.0,43.05,2.41
2022-01-02 00:00:00,7.85,12.05,0.0,12.05,2.48
2022-01-02 01:00:00,7.17,0.0,-0.0,0.0,2.28
2022-01-02 02:00:00,6.86,0.0,-0.0,0.0,2.28
2022-01-02 03:00:00,6.66,0.0,-0.0,0.0,2.14
2022-01-02 04:00:00,6.39,0.0,-0.0,0.0,2.0
2022-01-02 05:00:00,6.28,0.0,-0.0,0.0,2.34
2022-01-02 06:00:00,6.13,0.0,-0.0,0.0,2.97
2022-01-02 07:00:00,6.49,0.0,-0.0,0.0,3.17
2022-01-02 08:00:00,6.41,0.0,-0.0,0.0,3.45
2022-01-02 09:00:00,6.31,0.0,-0.0,0.0,3.45
2022-01-02 10:00:00,5.98,0.0,-0.0,0.0,3.24
2022-01-02 11:00:00,5.21,0.0,-0.0,0.0,2.69
2022-01-02 12:00:00,4.57,0.0,-0.0,0.0,2.48
2022-01-02 13:00:00,4.28,0.0,-0.0,0.0,2.76
2022-01-02 14:00:00,4.23,0.0,-0.0,0.0,3.45
2022-01-02 15:00:00,4.13,0.0,-0.0,0.0,4.21
2022-01-02 16:00:00,4.17,45.7,98.64,32.05,3.79
2022-01-02 17:00:00,4.54,158.45,203.03,98.35,3.24
2022-01-02 18:00:00,5.47,253.8,186.56,175.8,3.1
2022-01-02 19:00:00,7.02,290.4,200.47,190.9,3.93
2022-01-02 20:00:00,7.3,165.15,63.1,132.0,3.59
2022-01-02 21:00:00,7.08,187.25,37.06,168.6,3.17
2022-01-02 22:00:00,7.26,107.3,21.21,98.15,3.66
2022-01-02 23:00:00,7.07,60.6,17.31,55.15,3.45
2022-01-03 00:00:00,6.8,23.75,35.7,17.9,2.28
2022-01-03 01:00:00,6.16,0.0,-0.0,0.0,2.55
2022-01-03 02:00:00,5.32,0.0,-0.0,0.0,2.14
2022-01-03 03:00:00,5.08,0.0,-0.0,0.0,1.93
2022-01-03 04:00:00,3.82,0.0,-0.0,0.0,1.66
2022-01-03 05:00:00,3.29,0.0,-0.0,0.0,1.24
2022-01-03 06:00:00,2.99,0.0,-0.0,0.0,1.03
2022-01-03 07:00:00,3.71,0.0,-0.0,0.0,0.9
2022-01-03 08:00:00,3.53,0.0,-0.0,0.0,0.9
2022-01-03 09:00:00,3.6,0.0,-0.0,0.0,0.83
2022-01-03 10:00:00,3.34,0.0,-0.0,0.0,0.76
2022-01-03 11:00:00,3.1,0.0,-0.0,0.0,0.76
2022-01-03 12:00:00,3.11,0.0,-0.0,0.0,0.62
2022-01-03 13:00:00,2.96,0.0,-0.0,0.0,0.62
2022-01-03 14:00:00,2.8,0.0,-0.0,0.0,0.62
2022-01-03 15:00:00,2.87,0.0,-0.0,0.0,0.62
2022-01-03 16:00:00,2.75,120.0,404.39,64.1,0.83
2022-01-03 17:00:00,4.8,345.1,908.17,76.1,1.17
2022-01-03 18:00:00,6.06,474.6,940.35,80.9,1.79
2022-01-03 19:00:00,7.43,500.85,822.74,91.7,2.48
2022-01-03 20:00:00,8.09,438.5,649.75,96.25,2.21
2022-01-03 21:00:00,8.59,421.05,597.36,119.4,2.21
2022-01-03 22:00:00,8.91,334.6,580.07,83.15,2.41
2022-01-03 23:00:00,8.96,180.4,375.7,61.25,2.48
2022-01-04 00:00:00,8.41,40.15,141.58,16.6,2.0
2022-01-04 01:00:00,7.47,0.0,-0.0,0.0,1.45
2022-01-04 02:00:00,6.61,0.0,-0.0,0.0,1.17
2022-01-04 03:00:00,5.62,0.0,-0.0,0.0,1.17
2022-01-04 04:00:00,4.51,0.0,-0.0,0.0,1.24
2022-01-04 05:00:00,3.94,0.0,-0.0,0.0,1.17
2022-01-04 06:00:00,3.49,0.0,-0.0,0.0,1.1
2022-01-04 07:00:00,3.92,0.0,-0.0,0.0,0.97
2022-01-04 08:00:00,3.61,0.0,-0.0,0.0,1.03
2022-01-04 09:00:00,3.51,0.0,-0.0,0.0,1.03
2022-01-04 10:00:00,3.1,0.0,-0.0,0.0,1.1
2022-01-04 11:00:00,2.55,0.0,-0.0,0.0,1.17
2022-01-04 12:00:00,2.19,0.0,-0.0,0.0,1.24
2022-01-04 13:00:00,1.92,0.0,-0.0,0.0,1.24
2022-01-04 14:00:00,1.67,0.0,-0.0,0.0,1.24
2022-01-04 15:00:00,1.32,0.0,-0.0,0.0,1.31
2022-01-04 16:00:00,1.34,197.0,1071.36,48.95,1.31
2022-01-04 17:00:00,3.72,361.05,999.35,64.75,1.45
2022-01-04 18:00:00,6.29,487.35,986.41,73.7,2.07
2022-01-04 19:00:00,6.85,556.0,960.91,77.1,2.21
2022-01-04 20:00:00,8.02,560.95,915.74,77.25,2.69
2022-01-04 21:00:00,8.8,501.95,844.62,73.9,2.69
2022-01-04 22:00:00,9.17,385.65,732.78,66.45,2.69
2022-01-04 23:00:00,9.0,226.2,544.17,52.35,2.69
2022-01-05 00:00:00,8.3,58.6,226.8,20.3,2.41
2022-01-05 01:00:00,7.09,0.0,-0.0,0.0,1.52
2022-01-05 02:00:00,5.6,0.0,-0.0,0.0,1.31
2022-01-05 03:00:00,4.57,0.0,-0.0,0.0,1.1
2022-01-05 04:00:00,4.21,0.0,-0.0,0.0,1.03
2022-01-05 05:00:00,4.04,0.0,-0.0,0.0,1.03
2022-01-05 06:00:00,3.72,0.0,-0.0,0.0,1.03
2022-01-05 07:00:00,2.82,0.0,-0.0,0.0,1.52
2022-01-05 08:00:00,2.36,0.0,-0.0,0.0,1.59
2022-01-05 09:00:00,1.87,0.0,-0.0,0.0,1.66
2022-01-05 10:00:00,1.62,0.0,-0.0,0.0,1.72
2022-01-05 11:00:00,1.54,0.0,-0.0,0.0,1.66
2022-01-05 12:00:00,1.36,0.0,-0.0,0.0,1.66
2022-01-05 13:00:00,1.14,0.0,-0.0,0.0,1.66
2022-01-05 14:00:00,0.61,0.0,-0.0,0.0,1.79
2022-01-05 15:00:00,0.22,0.0,-0.0,0.0,1.93
2022-01-05 16:00:00,0.89,198.35,1073.82,49.9,1.79
2022-01-05 17:00:00,3.89,363.65,1004.41,65.45,1.66
2022-01-05 18:00:00,6.73,466.3,861.63,104.3,1.93
2022-01-05 19:00:00,7.09,529.3,829.72,114.8,1.86
2022-01-05 20:00:00,8.25,536.0,796.84,113.85,2.07
2022-01-05 21:00:00,9.03,473.8,713.16,111.0,2.07
2022-01-05 22:00:00,9.38,355.85,569.53,106.5,2.07
2022-01-05 23:00:00,9.29,187.0,269.65,100.2,1.93
2022-01-06 00:00:00,8.55,51.2,123.05,30.1,1.59
2022-01-06 01:00:00,7.33,0.0,-0.0,0.0,1.45
2022-01-06 02:00:00,5.97,0.0,-0.0,0.0,1.45
2022-01-06 03:00:00,4.83,0.0,-0.0,0.0,1.52
2022-01-06 04:00:00,3.98,0.0,-0.0,0.0,1.59
2022-01-06 05:00:00,3.36,0.0,-0.0,0.0,1.66
2022-01-06 06:00:00,2.73,0.0,-0.0,0.0,1.79
2022-01-06 07:00:00,2.6,0.0,-0.0,0.0,1.86
2022-01-06 08:00:00,2.25,0.0,-0.0,0.0,1.93
2022-01-06 09:00:00,2.0,0.0,-0.0,0.0,1.79
2022-01-06 10:00:00,1.98,0.0,-0.0,0.0,1.72
2022-01-06 11:00:00,1.7,0.0,-0.0,0.0,1.79
2022-01-06 12:00:00,1.46,0.0,-0.0,0.0,1.79
2022-01-06 13:00:00,1.42,0.0,-0.0,0.0,1.72
2022-01-06 14:00:00,1.27,0.0,-0.0,0.0,1.72
2022-01-06 15:00:00,1.0,0.0,-0.0,0.0,1.86
2022-01-06 16:00:00,1.41,180.4,773.1,73.4,1.79
2022-01-06 17:00:00,4.25,335.1,756.89,110.0,1.59
2022-01-06 18:00:00,8.2,443.4,655.3,167.5,1.72
2022-01-06 19:00:00,9.51,486.2,602.26,184.55,1.93
2022-01-06 20:00:00,10.79,506.6,628.08,172.8,1.93
2022-01-06 21:00:00,11.55,455.9,596.97,151.0,1.72
2022-01-06 22:00:00,11.96,327.35,459.76,125.0,1.52
2022-01-06 23:00:00,11.83,176.05,270.81,88.2,1.38
2022-01-07 00:00:00,11.01,38.75,28.42,33.8,1.1
2022-01-07 01:00:00,9.78,0.0,-0.0,0.0,0.97
2022-01-07 02:00:00,8.46,0.0,-0.0,0.0,0.76
2022-01-07 03:00:00,8.2,0.0,-0.0,0.0,0.62
2022-01-07 04:00:00,7.98,0.0,-0.0,0.0,0.76
2022-01-07 05:00:00,7.86,0.0,-0.0,0.0,0.83
2022-01-07 06:00:00,7.69,0.0,-0.0,0.0,0.76
2022-01-07 07:00:00,6.93,0.0,-0.0,0.0,1.03
2022-01-07 08:00:00,7.04,0.0,-0.0,0.0,0.97
2022-01-07 09:00:00,6.14,0.0,-0.0,0.0,1.31
2022-01-07 10:00:00,6.28,0.0,-0.0,0.0,1.24
2022-01-07 11:00:00,6.77,0.0,-0.0,0.0,1.1
2022-01-07 12:00:00,6.48,0.0,-0.0,0.0,1.24
2022-01-07 13:00:00,7.63,0.0,-0.0,0.0,0.97
2022-01-07 14:00:00,7.63,0.0,-0.0,0.0,0.41
2022-01-07 15:00:00,7.12,0.0,-0.0,0.0,0.62
2022-01-07 16:00:00,6.83,97.05,0.36,97.0,0.48
2022-01-07 17:00:00,7.12,247.1,279.85,163.7,0.76
2022-01-07 18:00:00,10.41,384.0,435.87,200.05,0.9
2022-01-07 19:00:00,11.98,477.65,575.39,188.65,0.83
2022-01-07 20:00:00,13.61,469.45,466.76,220.55,0.34
2022-01-07 21:00:00,14.32,429.55,460.35,193.45,0.9
2022-01-07 22:00:00,14.39,354.5,526.42,121.55,1.24
2022-01-07 23:00:00,13.85,207.25,427.38,67.5,1.31
2022-01-08 00:00:00,12.81,63.55,234.59,22.05,0.83
2022-01-08 01:00:00,11.4,0.0,-0.0,0.0,0.69
2022-01-08 02:00:00,10.07,0.0,-0.0,0.0,0.62
2022-01-08 03:00:00,8.84,0.0,-0.0,0.0,0.69
2022-01-08 04:00:00,7.82,0.0,-0.0,0.0,0.9
2022-01-08 05:00:00,7.2,0.0,-0.0,0.0,0.83
2022-01-08 06:00:00,6.53,0.0,-0.0,0.0,0.76
2022-01-08 07:00:00,5.49,0.0,-0.0,0.0,0.69
2022-01-08 08:00:00,5.09,0.0,-0.0,0.0,0.76
2022-01-08 09:00:00,4.34,0.0,-0.0,0.0,0.69
2022-01-08 10:00:00,3.42,0.0,-0.0,0.0,0.62
2022-01-08 11:00:00,1.78,0.0,-0.0,0.0,0.21
2022-01-08 12:00:00,1.72,0.0,-0.0,0.0,0.21
2022-01-08 13:00:00,1.41,0.0,-0.0,0.0,0.34
2022-01-08 14:00:00,1.07,0.0,-0.0,0.0,0.55
2022-01-08 15:00:00,0.71,0.0,-0.0,0.0,0.76
2022-01-08 16:00:00,1.16,133.2,299.94,91.5,0.97
2022-01-08 17:00:00,3.04,247.2,344.62,144.25,0.9
2022-01-08 18:00:00,5.33,446.45,728.36,138.25,0.69
2022-01-08 19:00:00,6.46,552.0,889.38,103.95,0.69
2022-01-08 20:00:00,8.39,572.25,919.57,80.15,0.97
2022-01-08 21:00:00,9.64,516.85,860.42,73.65,1.86
2022-01-08 22:00:00,9.81,400.7,750.43,66.75,2.0
2022-01-08 23:00:00,9.54,239.85,565.13,53.55,1.52
2022-01-09 00:00:00,9.17,68.35,255.67,22.4,1.17
2022-01-09 01:00:00,8.08,0.0,-0.0,0.0,1.45
2022-01-09 02:00:00,6.62,0.0,-0.0,0.0,1.31
2022-01-09 03:00:00,5.17,0.0,-0.0,0.0,1.1
2022-01-09 04:00:00,4.47,0.0,-0.0,0.0,1.03
2022-01-09 05:00:00,3.92,0.0,-0.0,0.0,1.1
2022-01-09 06:00:00,3.6,0.0,-0.0,0.0,1.1
2022-01-09 07:00:00,3.66,0.0,-0.0,0.0,0.76
2022-01-09 08:00:00,3.57,0.0,-0.0,0.0,0.55
2022-01-09 09:00:00,3.6,0.0,-0.0,0.0,0.62
2022-01-09 10:00:00,3.52,0.0,-0.0,0.0,0.9
2022-01-09 11:00:00,3.29,0.0,-0.0,0.0,1.03
2022-01-09 12:00:00,2.59,0.0,-0.0,0.0,1.31
2022-01-09 13:00:00,2.39,0.0,-0.0,0.0,1.24
2022-01-09 14:00:00,2.56,0.0,-0.0,0.0,1.03
2022-01-09 15:00:00,2.3,0.0,-0.0,0.0,0.97
2022-01-09 16:00:00,2.21,196.5,1057.37,49.0,0.83
2022-01-09 17:00:00,3.22,371.0,1027.99,63.05,0.76
2022-01-09 18:00:00,5.87,416.55,745.94,100.0,1.24
2022-01-09 19:00:00,5.87,480.65,685.2,134.35,1.59
2022-01-09 20:00:00,6.66,515.2,675.16,152.55,2.07
2022-01-09 21:00:00,7.24,492.85,788.34,84.95,2.14
2022-01-09 22:00:00,7.58,371.8,665.34,74.0,2.34
2022-01-09 23:00:00,7.39,231.9,522.85,58.1,2.28
2022-01-10 00:00:00,6.84,67.55,250.81,21.75,2.14
2022-01-10 01:00:00,5.85,0.0,0.0,0.0,1.52
2022-01-10 02:00:00,4.63,0.0,-0.0,0.0,1.38
2022-01-10 03:00:00,3.39,0.0,-0.0,0.0,1.38
2022-01-10 04:00:00,2.49,0.0,-0.0,0.0,1.31
2022-01-10 05:00:00,2.08,0.0,-0.0,0.0,1.38
2022-01-10 06:00:00,1.53,0.0,-0.0,0.0,1.45
2022-01-10 07:00:00,0.57,0.0,-0.0,0.0,1.66
2022-01-10 08:00:00,0.04,0.0,-0.0,0.0,1.79
2022-01-10 09:00:00,-0.38,0.0,-0.0,0.0,1.72
2022-01-10 10:00:00,-0.58,0.0,-0.0,0.0,1.66
2022-01-10 11:00:00,-0.66,0.0,-0.0,0.0,1.52
2022-01-10 12:00:00,-1.03,0.0,-0.0,0.0,1.59
2022-01-10 13:00:00,-1.72,0.0,-0.0,0.0,2.07
2022-01-10 14:00:00,-1.88,0.0,-0.0,0.0,2.07
2022-01-10 15:00:00,-1.91,0.0,-0.0,0.0,1.86
2022-01-10 16:00:00,-1.1,181.7,920.98,52.7,1.66
2022-01-10 17:00:00,1.91,313.45,706.82,101.05,1.86
2022-01-10 18:00:00,3.85,443.75,813.38,97.5,2.07
2022-01-10 19:00:00,4.22,531.15,835.5,107.45,2.14
2022-01-10 20:00:00,5.46,549.1,833.41,99.7,2.07
2022-01-10 21:00:00,6.44,505.65,815.55,81.7,1.86
2022-01-10 22:00:00,7.25,379.05,644.86,88.7,1.79
2022-01-10 23:00:00,7.55,221.8,470.42,64.1,1.52
2022-01-11 00:00:00,7.43,63.75,168.41,32.5,1.24
2022-01-11 01:00:00,6.44,0.0,0.0,0.0,1.38
2022-01-11 02:00:00,5.03,0.0,-0.0,0.0,1.45
2022-01-11 03:00:00,3.64,0.0,-0.0,0.0,1.24
2022-01-11 04:00:00,3.27,0.0,-0.0,0.0,0.83
2022-01-11 05:00:00,2.84,0.0,-0.0,0.0,1.1
2022-01-11 06:00:00,3.09,0.0,-0.0,0.0,1.1
2022-01-11 07:00:00,3.15,0.0,-0.0,0.0,1.24
2022-01-11 08:00:00,3.33,0.0,-0.0,0.0,1.38
2022-01-11 09:00:00,4.89,0.0,-0.0,0.0,0.97
2022-01-11 10:00:00,5.23,0.0,-0.0,0.0,0.69
2022-01-11 11:00:00,5.06,0.0,-0.0,0.0,0.76
2022-01-11 12:00:00,4.57,0.0,-0.0,0.0,0.9
2022-01-11 13:00:00,4.44,0.0,-0.0,0.0,0.97
2022-01-11 14:00:00,4.22,0.0,-0.0,0.0,1.17
2022-01-11 15:00:00,4.4,0.0,-0.0,0.0,1.1
2022-01-11 16:00:00,4.59,84.75,19.54,82.0,1.1
2022-01-11 17:00:00,5.85,163.6,6.8,161.55,0.97
2022-01-11 18:00:00,8.22,260.1,96.81,218.75,0.9
2022-01-11 19:00:00,9.94,336.7,197.37,236.25,0.76
2022-01-11 20:00:00,11.52,408.35,333.01,228.05,1.1
2022-01-11 21:00:00,12.41,277.15,84.43,233.05,1.45
2022-01-11 22:00:00,12.36,144.7,41.83,125.75,2.21
2022-01-11 23:00:00,11.75,60.0,5.03,58.3,1.24
2022-01-12 00:00:00,10.71,20.5,0.0,20.5,0.62
2022-01-12 01:00:00,9.39,0.0,0.0,0.0,1.45
2022-01-12 02:00:00,8.15,0.0,-0.0,0.0,1.52
2022-01-12 03:00:00,7.51,0.0,-0.0,0.0,1.31
2022-01-12 04:00:00,7.33,0.0,-0.0,0.0,1.38
2022-01-12 05:00:00,7.04,0.0,-0.0,0.0,1.59
2022-01-12 06:00:00,6.81,0.0,-0.0,0.0,1.52
2022-01-12 07:00:00,6.17,0.0,-0.0,0.0,1.52
2022-01-12 08:00:00,6.39,0.0,-0.0,0.0,1.31
2022-01-12 09:00:00,5.94,0.0,-0.0,0.0,1.38
2022-01-12 10:00:00,6.16,0.0,-0.0,0.0,1.38
2022-01-12 11:00:00,7.34,0.0,-0.0,0.0,0.97
2022-01-12 12:00:00,8.11,0.0,-0.0,0.0,0.83
2022-01-12 13:00:00,8.14,0.0,-0.0,0.0,0.83
2022-01-12 14:00:00,7.99,0.0,-0.0,0.0,0.83
2022-01-12 15:00:00,7.67,0.0,-0.0,0.0,0.83
2022-01-12 16:00:00,7.71,176.35,806.96,62.15,0.83
2022-01-12 17:00:00,8.65,359.85,979.06,63.5,0.69
2022-01-12 18:00:00,12.0,479.1,938.83,76.65,0.97
2022-01-12 19:00:00,13.29,554.95,936.42,76.55,1.38
2022-01-12 20:00:00,14.31,564.35,893.2,78.7,1.59
2022-01-12 21:00:00,14.85,512.25,835.04,73.9,1.79
2022-01-12 22:00:00,14.96,401.05,732.28,67.25,2.0
2022-01-12 23:00:00,14.61,245.65,562.14,53.9,2.0
2022-01-13 00:00:00,13.93,75.8,265.85,24.85,1.45
2022-01-13 01:00:00,12.73,0.1,0.0,0.1,1.38
2022-01-13 02:00:00,10.78,0.0,-0.0,0.0,1.03
2022-01-13 03:00:00,9.87,0.0,-0.0,0.0,0.97
2022-01-13 04:00:00,8.77,0.0,-0.0,0.0,1.17
2022-01-13 05:00:00,7.95,0.0,-0.0,0.0,1.38
2022-01-13 06:00:00,7.85,0.0,-0.0,0.0,1.17
2022-01-13 07:00:00,7.96,0.0,-0.0,0.0,1.03
2022-01-13 08:00:00,7.83,0.0,-0.0,0.0,0.97
2022-01-13 09:00:00,7.47,0.0,-0.0,0.0,1.1
2022-01-13 10:00:00,6.9,0.0,-0.0,0.0,1.31
2022-01-13 11:00:00,6.36,0.0,-0.0,0.0,1.45
2022-01-13 12:00:00,6.11,0.0,-0.0,0.0,1.45
2022-01-13 13:00:00,5.64,0.0,-0.0,0.0,1.66
2022-01-13 14:00:00,4.91,0.0,-0.0,0.0,1.79
2022-01-13 15:00:00,5.66,0.0,-0.0,0.0,1.45
2022-01-13 16:00:00,6.89,198.4,1054.44,48.25,0.9
2022-01-13 17:00:00,7.47,363.1,986.54,63.25,0.97
2022-01-13 18:00:00,10.98,484.2,936.87,81.05,1.59
2022-01-13 19:00:00,11.93,551.5,900.24,89.75,1.86
2022-01-13 20:00:00,12.9,560.55,872.99,83.8,1.86
2022-01-13 21:00:00,13.52,507.25,818.56,75.35,1.93
2022-01-13 22:00:00,13.85,397.2,715.53,68.95,2.55
2022-01-13 23:00:00,13.64,244.9,555.57,53.7,2.62
2022-01-14 00:00:00,13.14,77.2,264.91,25.6,1.66
2022-01-14 01:00:00,11.9,0.2,0.0,0.2,1.38
2022-01-14 02:00:00,10.41,0.0,-0.0,0.0,1.45
2022-01-14 03:00:00,9.45,0.0,-0.0,0.0,1.45
2022-01-14 04:00:00,8.93,0.0,-0.0,0.0,1.38
2022-01-14 05:00:00,8.64,0.0,-0.0,0.0,1.38
2022-01-14 06:00:00,8.51,0.0,-0.0,0.0,1.45
2022-01-14 07:00:00,8.02,0.0,-0.0,0.0,1.72
2022-01-14 08:00:00,7.66,0.0,-0.0,0.0,1.86
2022-01-14 09:00:00,6.88,0.0,-0.0,0.0,2.28
2022-01-14 10:00:00,7.11,0.0,-0.0,0.0,2.62
2022-01-14 11:00:00,7.92,0.0,-0.0,0.0,2.97
2022-01-14 12:00:00,8.09,0.0,-0.0,0.0,2.69
2022-01-14 13:00:00,7.96,0.0,-0.0,0.0,2.62
2022-01-14 14:00:00,8.13,0.0,-0.0,0.0,2.76
2022-01-14 15:00:00,8.12,0.0,-0.0,0.0,2.83
2022-01-14 16:00:00,8.26,98.85,236.78,64.9,3.52
2022-01-14 17:00:00,8.44,190.9,249.27,114.8,3.66
2022-01-14 18:00:00,8.77,342.1,442.06,151.1,3.24
2022-01-14 19:00:00,9.26,389.75,394.91,186.35,4.0
2022-01-14 20:00:00,9.78,505.2,666.7,139.45,3.24
2022-01-14 21:00:00,10.91,505.8,776.84,93.75,3.03
2022-01-14 22:00:00,11.67,398.95,701.79,74.9,3.03
2022-01-14 23:00:00,11.78,248.3,551.88,56.65,2.62
2022-01-15 00:00:00,11.29,82.4,284.12,26.15,2.34
2022-01-15 01:00:00,9.92,0.2,0.0,0.2,2.21
2022-01-15 02:00:00,8.62,0.0,-0.0,0.0,2.07
2022-01-15 03:00:00,7.62,0.0,-0.0,0.0,1.93
2022-01-15 04:00:00,6.97,0.0,-0.0,0.0,1.79
2022-01-15 05:00:00,6.57,0.0,-0.0,0.0,1.72
2022-01-15 06:00:00,6.54,0.0,-0.0,0.0,1.66
2022-01-15 07:00:00,6.26,0.0,-0.0,0.0,1.66
2022-01-15 08:00:00,6.16,0.0,-0.0,0.0,1.79
2022-01-15 09:00:00,5.99,0.0,-0.0,0.0,1.86
2022-01-15 10:00:00,6.0,0.0,-0.0,0.0,1.66
2022-01-15 11:00:00,5.69,0.0,-0.0,0.0,1.52
2022-01-15 12:00:00,5.45,0.0,-0.0,0.0,1.66
2022-01-15 13:00:00,5.3,0.0,-0.0,0.0,1.72
2022-01-15 14:00:00,5.46,0.0,-0.0,0.0,1.79
2022-01-15 15:00:00,5.33,0.0,-0.0,0.0,1.86
2022-01-15 16:00:00,5.65,188.9,937.59,53.45,1.72
2022-01-15 17:00:00,9.2,367.15,989.05,63.75,1.72
2022-01-15 18:00:00,12.45,477.7,895.21,89.25,2.0
2022-01-15 19:00:00,13.38,570.95,944.83,82.2,2.07
2022-01-15 20:00:00,14.4,564.3,877.3,80.75,2.21
2022-01-15 21:00:00,14.89,515.25,810.08,83.25,2.14
2022-01-15 22:00:00,15.15,410.0,735.02,68.35,2.14
2022-01-15 23:00:00,15.05,255.3,568.27,56.15,2.0
2022-01-16 00:00:00,14.46,81.55,252.7,30.7,1.72
2022-01-16 01:00:00,12.89,0.4,0.0,0.4,1.66
2022-01-16 02:00:00,11.07,0.0,-0.0,0.0,1.59
2022-01-16 03:00:00,9.86,0.0,-0.0,0.0,1.59
2022-01-16 04:00:00,8.91,0.0,-0.0,0.0,1.59
2022-01-16 05:00:00,8.22,0.0,-0.0,0.0,1.59
2022-01-16 06:00:00,8.07,0.0,-0.0,0.0,1.59
2022-01-16 07:00:00,8.98,0.0,-0.0,0.0,1.59
2022-01-16 08:00:00,9.0,0.0,-0.0,0.0,1.52
2022-01-16 09:00:00,8.99,0.0,-0.0,0.0,1.52
2022-01-16 10:00:00,8.9,0.0,-0.0,0.0,1.52
2022-01-16 11:00:00,9.32,0.0,-0.0,0.0,1.31
2022-01-16 12:00:00,9.7,0.0,-0.0,0.0,1.17
2022-01-16 13:00:00,9.75,0.0,-0.0,0.0,1.31
2022-01-16 14:00:00,9.21,0.0,-0.0,0.0,1.52
2022-01-16 15:00:00,8.44,0.0,-0.0,0.0,1.66
2022-01-16 16:00:00,8.87,199.6,1041.85,47.85,1.52
2022-01-16 17:00:00,10.97,364.25,978.03,62.7,1.24
2022-01-16 18:00:00,14.92,488.7,958.53,70.9,1.79
2022-01-16 19:00:00,15.44,559.8,931.64,75.7,2.07
2022-01-16 20:00:00,16.14,568.6,888.87,76.3,2.28
2022-01-16 21:00:00,16.5,514.4,821.94,73.65,2.41
2022-01-16 22:00:00,16.58,403.65,719.5,66.95,2.34
2022-01-16 23:00:00,16.44,250.25,554.14,54.25,2.0
2022-01-17 00:00:00,15.91,82.65,271.11,27.2,1.59
2022-01-17 01:00:00,14.45,0.5,0.0,0.5,1.59
2022-01-17 02:00:00,12.87,0.0,-0.0,0.0,1.59
2022-01-17 03:00:00,11.58,0.0,-0.0,0.0,1.72
2022-01-17 04:00:00,10.74,0.0,-0.0,0.0,1.93
2022-01-17 05:00:00,10.18,0.0,-0.0,0.0,2.14
2022-01-17 06:00:00,9.7,0.0,-0.0,0.0,2.21
2022-01-17 07:00:00,9.01,0.0,-0.0,0.0,1.93
2022-01-17 08:00:00,8.69,0.0,-0.0,0.0,1.79
2022-01-17 09:00:00,8.5,0.0,-0.0,0.0,1.79
2022-01-17 10:00:00,8.37,0.0,-0.0,0.0,1.79
2022-01-17 11:00:00,8.42,0.0,-0.0,0.0,1.79
2022-01-17 12:00:00,8.47,0.0,-0.0,0.0,1.72
2022-01-17 13:00:00,8.48,0.0,-0.0,0.0,1.72
2022-01-17 14:00:00,8.34,0.0,-0.0,0.0,1.72
2022-01-17 15:00:00,8.11,0.0,-0.0,0.0,1.79
2022-01-17 16:00:00,8.69,201.25,1042.23,48.1,1.59
2022-01-17 17:00:00,11.44,367.0,981.8,62.65,1.45
2022-01-17 18:00:00,14.74,474.4,899.45,80.5,1.86
2022-01-17 19:00:00,14.54,545.25,885.07,83.2,2.21
2022-01-17 20:00:00,15.51,575.3,897.39,75.8,2.28
2022-01-17 21:00:00,16.32,507.55,771.61,91.45,2.41
2022-01-17 22:00:00,16.5,408.8,726.47,66.5,3.03
2022-01-17 23:00:00,15.96,254.2,534.58,63.35,2.9
2022-01-18 00:00:00,15.11,88.45,288.62,28.45,2.28
2022-01-18 01:00:00,13.63,0.65,0.0,0.65,1.93
2022-01-18 02:00:00,12.23,0.0,-0.0,0.0,1.86
2022-01-18 03:00:00,11.03,0.0,-0.0,0.0,1.93
2022-01-18 04:00:00,10.21,0.0,-0.0,0.0,1.86
2022-01-18 05:00:00,9.48,0.0,-0.0,0.0,1.93
2022-01-18 06:00:00,8.88,0.0,-0.0,0.0,2.0
