,temp_air,ghi,dni,dhi,wind_speed
2022-03-11 21:00:00,8.98,493.65,268.58,290.15,0.83
2022-03-11 22:00:00,8.53,388.8,272.55,201.85,1.1
2022-03-11 23:00:00,8.01,281.65,262.64,133.3,0.9
2022-03-12 00:00:00,6.67,51.0,0.0,51.0,1.66
2022-03-12 01:00:00,4.68,27.5,0.0,27.5,1.45
2022-03-12 02:00:00,4.05,0.0,0.0,0.0,0.9
2022-03-12 03:00:00,3.46,0.0,-0.0,0.0,0.9
2022-03-12 04:00:00,3.23,0.0,-0.0,0.0,0.76
2022-03-12 05:00:00,2.89,0.0,-0.0,0.0,0.69
2022-03-12 06:00:00,2.67,0.0,-0.0,0.0,0.48
2022-03-12 07:00:00,4.3,0.0,-0.0,0.0,0.28
2022-03-12 08:00:00,4.2,0.0,-0.0,0.0,0.14
2022-03-12 09:00:00,3.98,0.0,-0.0,0.0,0.28
2022-03-12 10:00:00,3.81,0.0,-0.0,0.0,0.48
2022-03-12 11:00:00,3.7,0.0,-0.0,0.0,0.48
2022-03-12 12:00:00,3.56,0.0,-0.0,0.0,0.41
2022-03-12 13:00:00,3.37,0.0,-0.0,0.0,0.34
2022-03-12 14:00:00,3.3,0.0,-0.0,0.0,0.07
2022-03-12 15:00:00,3.33,128.9,358.55,78.65,0.21
2022-03-12 16:00:00,4.53,326.65,567.83,133.55,0.55
2022-03-12 17:00:00,5.66,483.2,541.47,204.6,0.62
2022-03-12 18:00:00,6.76,757.55,1003.69,103.5,0.83
2022-03-12 19:00:00,9.48,802.45,896.82,136.95,0.9
2022-03-12 20:00:00,10.19,713.1,653.57,203.55,1.17
2022-03-12 21:00:00,10.88,718.95,703.6,182.95,1.52
2022-03-12 22:00:00,11.59,553.1,550.55,173.35,2.07
2022-03-12 23:00:00,11.51,370.3,314.11,191.75,2.55
2022-03-13 00:00:00,10.58,172.1,166.21,104.05,2.9
2022-03-13 01:00:00,9.25,53.1,118.93,27.3,2.76
2022-03-13 02:00:00,8.11,0.0,0.0,0.0,2.41
2022-03-13 03:00:00,7.17,0.0,-0.0,0.0,1.93
2022-03-13 04:00:00,6.4,0.0,-0.0,0.0,1.24
2022-03-13 05:00:00,5.56,0.0,-0.0,0.0,1.24
2022-03-13 06:00:00,4.69,0.0,-0.0,0.0,1.38
2022-03-13 07:00:00,4.11,0.0,-0.0,0.0,1.45
2022-03-13 08:00:00,3.72,0.0,-0.0,0.0,1.52
2022-03-13 09:00:00,3.56,0.0,-0.0,0.0,1.45
2022-03-13 10:00:00,3.5,0.0,-0.0,0.0,1.38
2022-03-13 11:00:00,3.59,0.0,-0.0,0.0,1.31
2022-03-13 12:00:00,3.69,0.0,-0.0,0.0,1.31
2022-03-13 13:00:00,3.83,0.0,-0.0,0.0,1.24
2022-03-13 14:00:00,3.85,0.0,-0.0,0.0,1.17
2022-03-13 15:00:00,4.39,225.15,1198.56,51.2,1.03
2022-03-13 16:00:00,6.75,435.95,1046.55,74.85,1.03
2022-03-13 17:00:00,9.46,622.45,1039.04,82.75,1.31
2022-03-13 18:00:00,11.5,760.45,999.47,104.4,1.59
2022-03-13 19:00:00,12.41,853.5,1024.27,88.75,2.14
2022-03-13 20:00:00,13.65,863.4,988.95,88.1,2.69
2022-03-13 21:00:00,14.47,796.25,924.11,88.5,3.1
2022-03-13 22:00:00,14.89,678.6,860.48,81.8,3.17
2022-03-13 23:00:00,15.01,501.95,750.19,72.85,3.17
2022-03-14 00:00:00,14.63,291.1,564.67,58.05,3.03
2022-03-14 01:00:00,13.65,83.4,261.51,25.85,2.69
2022-03-14 02:00:00,11.94,0.05,0.0,0.05,1.86
2022-03-14 03:00:00,10.14,0.0,-0.0,0.0,1.59
2022-03-14 04:00:00,8.61,0.0,-0.0,0.0,1.52
2022-03-14 05:00:00,7.3,0.0,-0.0,0.0,1.59
2022-03-14 06:00:00,6.2,0.0,-0.0,0.0,1.31
2022-03-14 07:00:00,5.51,0.0,-0.0,0.0,1.17
2022-03-14 08:00:00,5.71,0.0,-0.0,0.0,0.83
2022-03-14 09:00:00,5.33,0.0,-0.0,0.0,0.9
2022-03-14 10:00:00,4.31,0.0,-0.0,0.0,1.1
2022-03-14 11:00:00,3.96,0.0,-0.0,0.0,0.97
2022-03-14 12:00:00,3.5,0.0,-0.0,0.0,0.9
2022-03-14 13:00:00,3.55,0.0,-0.0,0.0,0.76
2022-03-14 14:00:00,3.38,0.0,-0.0,0.0,0.62
2022-03-14 15:00:00,3.52,149.4,307.06,103.3,0.55
2022-03-14 16:00:00,4.89,372.4,605.68,160.4,0.48
2022-03-14 17:00:00,7.78,562.3,761.38,163.1,0.41
2022-03-14 18:00:00,10.3,710.1,751.36,213.35,0.69
2022-03-14 19:00:00,11.48,769.8,674.89,262.85,0.97
2022-03-14 20:00:00,13.01,771.05,584.83,310.05,0.69
2022-03-14 21:00:00,14.24,576.0,266.53,370.8,2.0
2022-03-14 22:00:00,14.37,365.85,83.1,307.9,2.34
2022-03-14 23:00:00,13.74,209.85,17.81,199.6,2.69
2022-03-15 00:00:00,12.5,143.2,26.08,132.35,3.03
2022-03-15 01:00:00,11.09,40.15,10.53,37.8,3.31
2022-03-15 02:00:00,9.32,0.05,0.0,0.05,3.38
2022-03-15 03:00:00,7.9,0.0,-0.0,0.0,2.97
2022-03-15 04:00:00,7.01,0.0,-0.0,0.0,2.34
2022-03-15 05:00:00,6.68,0.0,-0.0,0.0,2.41
2022-03-15 06:00:00,6.52,0.0,-0.0,0.0,2.21
2022-03-15 07:00:00,6.86,0.0,-0.0,0.0,2.21
2022-03-15 08:00:00,7.09,0.0,-0.0,0.0,2.41
2022-03-15 09:00:00,7.21,0.0,-0.0,0.0,3.03
2022-03-15 10:00:00,7.26,0.0,-0.0,0.0,3.1
2022-03-15 11:00:00,7.03,0.0,-0.0,0.0,2.97
2022-03-15 12:00:00,6.45,0.0,-0.0,0.0,3.1
2022-03-15 13:00:00,5.31,0.0,-0.0,0.0,3.66
2022-03-15 14:00:00,4.58,0.0,-0.0,0.0,3.59
2022-03-15 15:00:00,3.84,172.8,786.96,50.7,3.17
2022-03-15 16:00:00,4.19,389.1,780.97,111.85,3.45
2022-03-15 17:00:00,5.08,608.3,965.05,97.6,4.07
2022-03-15 18:00:00,6.39,748.65,940.07,122.7,4.83
2022-03-15 19:00:00,7.75,753.65,743.11,192.1,5.17
2022-03-15 20:00:00,8.43,733.9,645.03,222.7,5.59
2022-03-15 21:00:00,8.83,769.45,800.43,150.0,5.72
2022-03-15 22:00:00,9.24,618.4,683.03,139.55,6.14
2022-03-15 23:00:00,8.17,436.4,542.76,122.15,6.76
2022-03-16 00:00:00,7.59,263.1,429.73,82.95,6.69
2022-03-16 01:00:00,6.49,74.95,184.98,33.1,6.34
2022-03-16 02:00:00,5.47,0.15,0.0,0.15,5.24
2022-03-16 03:00:00,4.64,0.0,-0.0,0.0,4.69
2022-03-16 04:00:00,4.09,0.0,-0.0,0.0,3.59
2022-03-16 05:00:00,3.66,0.0,-0.0,0.0,2.76
2022-03-16 06:00:00,3.41,0.0,-0.0,0.0,2.55
2022-03-16 07:00:00,2.78,0.0,-0.0,0.0,2.14
2022-03-16 08:00:00,2.24,0.0,-0.0,0.0,1.79
2022-03-16 09:00:00,1.46,0.0,-0.0,0.0,1.45
2022-03-16 10:00:00,1.47,0.0,-0.0,0.0,1.03
2022-03-16 11:00:00,1.94,0.0,-0.0,0.0,0.55
2022-03-16 12:00:00,1.68,0.0,-0.0,0.0,0.14
2022-03-16 13:00:00,1.43,0.0,-0.0,0.0,0.34
2022-03-16 14:00:00,1.14,0.0,-0.0,0.0,0.62
2022-03-16 15:00:00,1.47,241.55,1176.44,53.1,0.55
2022-03-16 16:00:00,4.13,458.8,1078.21,70.65,0.14
2022-03-16 17:00:00,5.91,650.3,1065.87,81.05,1.1
2022-03-16 18:00:00,7.52,783.1,1033.02,90.4,1.45
2022-03-16 19:00:00,8.69,866.65,1018.81,92.2,1.38
2022-03-16 20:00:00,10.0,876.1,981.17,94.35,1.52
2022-03-16 21:00:00,11.13,818.0,938.93,87.65,1.79
2022-03-16 22:00:00,11.9,693.9,866.19,83.45,1.79
2022-03-16 23:00:00,12.3,517.2,760.95,74.0,1.45
2022-03-17 00:00:00,12.44,305.35,583.19,59.0,1.31
2022-03-17 01:00:00,12.12,92.8,281.52,28.25,1.24
2022-03-17 02:00:00,11.07,0.2,0.0,0.2,0.9
2022-03-17 03:00:00,9.75,0.0,-0.0,0.0,0.62
2022-03-17 04:00:00,8.21,0.0,-0.0,0.0,0.83
2022-03-17 05:00:00,7.93,0.0,-0.0,0.0,0.76
2022-03-17 06:00:00,7.5,0.0,-0.0,0.0,0.83
2022-03-17 07:00:00,5.8,0.0,-0.0,0.0,0.97
2022-03-17 08:00:00,5.56,0.0,-0.0,0.0,0.9
2022-03-17 09:00:00,5.28,0.0,-0.0,0.0,0.83
2022-03-17 10:00:00,4.95,0.0,-0.0,0.0,0.55
2022-03-17 11:00:00,4.63,0.0,-0.0,0.0,0.48
2022-03-17 12:00:00,4.37,0.0,-0.0,0.0,0.69
2022-03-17 13:00:00,4.15,0.0,-0.0,0.0,0.9
2022-03-17 14:00:00,4.02,0.0,-0.0,0.0,0.83
2022-03-17 15:00:00,4.36,199.15,530.17,111.55,0.62
2022-03-17 16:00:00,6.92,419.55,782.23,134.05,0.55
2022-03-17 17:00:00,9.6,622.85,906.79,134.15,0.97
2022-03-17 18:00:00,11.44,762.3,903.31,152.35,1.45
2022-03-17 19:00:00,12.67,836.15,894.58,152.15,1.52
2022-03-17 20:00:00,14.11,844.45,863.11,153.15,1.38
2022-03-17 21:00:00,15.12,794.25,857.35,124.0,1.93
2022-03-17 22:00:00,15.42,669.6,797.08,104.95,2.62
2022-03-17 23:00:00,15.1,489.55,656.16,105.15,3.17
2022-03-18 00:00:00,14.12,270.1,421.65,90.65,3.52
2022-03-18 01:00:00,12.37,83.4,202.74,36.3,3.52
2022-03-18 02:00:00,10.37,0.35,0.0,0.35,3.03
2022-03-18 03:00:00,8.79,0.0,-0.0,0.0,1.93
2022-03-18 04:00:00,8.14,0.0,-0.0,0.0,1.59
2022-03-18 05:00:00,7.8,0.0,-0.0,0.0,1.52
2022-03-18 06:00:00,7.41,0.0,-0.0,0.0,1.66
2022-03-18 07:00:00,7.64,0.0,-0.0,0.0,0.76
2022-03-18 08:00:00,7.41,0.0,-0.0,0.0,0.97
2022-03-18 09:00:00,6.81,0.0,-0.0,0.0,1.03
2022-03-18 10:00:00,6.39,0.0,-0.0,0.0,1.31
2022-03-18 11:00:00,6.34,0.0,-0.0,0.0,1.17
2022-03-18 12:00:00,5.73,0.0,-0.0,0.0,1.1
2022-03-18 13:00:00,5.47,0.0,-0.0,0.0,1.03
2022-03-18 14:00:00,5.1,0.0,-0.0,0.0,1.17
2022-03-18 15:00:00,6.05,235.05,1075.86,51.85,0.83
2022-03-18 16:00:00,8.99,421.15,901.84,87.5,0.83
2022-03-18 17:00:00,11.46,637.25,1018.05,83.65,0.55
2022-03-18 18:00:00,13.7,753.4,943.75,111.75,0.55
2022-03-18 19:00:00,16.07,852.55,978.19,100.3,1.72
2022-03-18 20:00:00,17.77,860.25,956.29,90.35,2.41
2022-03-18 21:00:00,18.63,790.25,887.93,92.65,3.1
2022-03-18 22:00:00,18.49,605.65,687.7,116.0,4.0
2022-03-18 23:00:00,17.29,383.75,418.96,136.9,4.55
2022-03-19 00:00:00,15.41,227.75,362.36,72.4,4.48
2022-03-19 01:00:00,13.64,72.55,178.06,30.65,3.79
2022-03-19 02:00:00,12.07,0.35,0.0,0.35,2.69
2022-03-19 03:00:00,11.29,0.0,-0.0,0.0,1.66
2022-03-19 04:00:00,10.75,0.0,-0.0,0.0,1.03
2022-03-19 05:00:00,10.21,0.0,-0.0,0.0,0.69
2022-03-19 06:00:00,9.9,0.0,-0.0,0.0,0.76
2022-03-19 07:00:00,9.58,0.0,-0.0,0.0,1.1
2022-03-19 08:00:00,9.17,0.0,-0.0,0.0,1.24
2022-03-19 09:00:00,9.1,0.0,-0.0,0.0,1.03
2022-03-19 10:00:00,9.39,0.0,-0.0,0.0,0.83
2022-03-19 11:00:00,9.23,0.0,-0.0,0.0,0.83
2022-03-19 12:00:00,8.96,0.0,-0.0,0.0,0.97
2022-03-19 13:00:00,9.07,0.0,-0.0,0.0,0.9
2022-03-19 14:00:00,9.18,0.0,-0.0,0.0,0.83
2022-03-19 15:00:00,9.79,122.3,334.49,63.65,0.62
2022-03-19 16:00:00,11.66,281.9,432.73,119.65,0.62
2022-03-19 17:00:00,13.09,483.85,611.35,148.45,1.03
2022-03-19 18:00:00,14.7,737.55,847.96,157.1,1.52
2022-03-19 19:00:00,17.15,716.65,653.47,211.25,1.38
2022-03-19 20:00:00,18.11,637.75,383.34,327.55,2.34
2022-03-19 21:00:00,17.34,334.75,75.62,275.05,3.86
2022-03-19 22:00:00,14.72,276.8,192.78,138.85,4.83
2022-03-19 23:00:00,13.54,174.0,138.9,91.7,4.34
2022-03-20 00:00:00,12.84,88.65,33.23,74.3,3.52
2022-03-20 01:00:00,12.07,15.65,10.07,13.25,2.9
2022-03-20 02:00:00,11.52,0.15,0.0,0.15,1.86
2022-03-20 03:00:00,11.27,0.0,-0.0,0.0,1.72
2022-03-20 04:00:00,10.91,0.0,-0.0,0.0,1.86
2022-03-20 05:00:00,10.47,0.0,-0.0,0.0,1.86
2022-03-20 06:00:00,9.86,0.0,-0.0,0.0,1.72
2022-03-20 07:00:00,9.82,0.0,-0.0,0.0,1.72
2022-03-20 08:00:00,9.32,0.0,-0.0,0.0,1.72
2022-03-20 09:00:00,8.78,0.0,-0.0,0.0,1.93
2022-03-20 10:00:00,7.92,0.0,-0.0,0.0,1.79
2022-03-20 11:00:00,7.11,0.0,-0.0,0.0,1.93
2022-03-20 12:00:00,5.93,0.0,-0.0,0.0,1.86
2022-03-20 13:00:00,4.8,0.0,-0.0,0.0,1.66
2022-03-20 14:00:00,4.38,0.0,-0.0,0.0,1.59
2022-03-20 15:00:00,4.76,256.7,1057.37,65.95,1.38
2022-03-20 16:00:00,6.78,480.7,1062.48,77.05,2.0
2022-03-20 17:00:00,8.37,673.25,1059.84,86.7,3.24
2022-03-20 18:00:00,9.82,820.55,1061.34,89.15,3.45
2022-03-20 19:00:00,11.06,898.6,1036.69,92.3,3.79
2022-03-20 20:00:00,11.99,906.75,1001.13,92.55,3.72
2022-03-20 21:00:00,12.74,844.75,951.5,89.95,3.59
2022-03-20 22:00:00,13.2,718.3,881.8,84.2,3.38
2022-03-20 23:00:00,13.45,538.15,777.25,75.05,3.24
2022-03-21 00:00:00,13.37,322.85,604.06,60.15,3.1
2022-03-21 01:00:00,12.95,104.35,303.01,31.25,3.03
2022-03-21 02:00:00,11.93,0.7,0.0,0.7,2.21
2022-03-21 03:00:00,10.57,0.0,-0.0,0.0,1.79
2022-03-21 04:00:00,9.07,0.0,-0.0,0.0,2.0
2022-03-21 05:00:00,7.8,0.0,-0.0,0.0,2.28
2022-03-21 06:00:00,6.57,0.0,-0.0,0.0,2.14
2022-03-21 07:00:00,5.7,0.0,-0.0,0.0,2.0
2022-03-21 08:00:00,5.06,0.0,-0.0,0.0,1.93
2022-03-21 09:00:00,4.62,0.0,-0.0,0.0,1.79
2022-03-21 10:00:00,4.37,0.0,-0.0,0.0,1.72
2022-03-21 11:00:00,3.93,0.0,-0.0,0.0,1.72
2022-03-21 12:00:00,4.19,0.0,-0.0,0.0,1.45
2022-03-21 13:00:00,4.25,0.0,-0.0,0.0,1.38
2022-03-21 14:00:00,4.15,0.0,-0.0,0.0,1.31
2022-03-21 15:00:00,4.59,273.3,1169.79,56.35,1.1
2022-03-21 16:00:00,6.96,494.15,1094.12,73.05,2.48
2022-03-21 17:00:00,8.42,684.1,1076.71,83.05,3.59
2022-03-21 18:00:00,9.73,784.75,992.35,96.35,3.52
2022-03-21 19:00:00,10.18,869.3,963.78,115.55,3.1
2022-03-21 20:00:00,11.51,894.6,980.35,93.35,3.17
2022-03-21 21:00:00,12.73,837.2,931.03,95.15,3.45
2022-03-21 22:00:00,13.67,684.05,791.95,111.8,3.86
2022-03-21 23:00:00,14.06,536.45,764.19,78.65,4.07
2022-03-22 00:00:00,14.16,325.1,603.64,60.75,4.07
2022-03-22 01:00:00,13.77,107.65,309.82,32.0,3.79
2022-03-22 02:00:00,12.67,0.85,0.0,0.85,2.97
2022-03-22 03:00:00,11.17,0.0,-0.0,0.0,2.28
2022-03-22 04:00:00,9.5,0.0,-0.0,0.0,1.93
2022-03-22 05:00:00,8.38,0.0,-0.0,0.0,1.59
2022-03-22 06:00:00,8.91,0.0,-0.0,0.0,1.1
2022-03-22 07:00:00,8.19,0.0,-0.0,0.0,0.55
2022-03-22 08:00:00,7.7,0.0,-0.0,0.0,0.69
2022-03-22 09:00:00,7.2,0.0,-0.0,0.0,0.55
2022-03-22 10:00:00,6.68,0.0,-0.0,0.0,0.41
2022-03-22 11:00:00,6.28,0.0,-0.0,0.0,0.41
2022-03-22 12:00:00,6.02,0.0,-0.0,0.0,0.41
2022-03-22 13:00:00,5.91,0.0,-0.0,0.0,0.41
2022-03-22 14:00:00,5.81,0.0,-0.0,0.0,0.62
2022-03-22 15:00:00,6.32,275.95,1153.7,56.15,0.62
2022-03-22 16:00:00,9.52,495.6,1085.89,72.3,0.34
2022-03-22 17:00:00,12.39,683.85,1068.75,82.15,1.1
2022-03-22 18:00:00,13.86,813.6,1022.49,99.65,1.59
2022-03-22 19:00:00,14.26,890.95,1008.27,98.1,1.52
2022-03-22 20:00:00,15.52,898.85,982.34,92.05,1.93
2022-03-22 21:00:00,16.45,835.45,931.78,89.35,2.28
2022-03-22 22:00:00,17.04,708.45,860.45,83.75,2.14
2022-03-22 23:00:00,17.43,530.3,758.87,73.25,2.34
2022-03-23 00:00:00,17.28,317.3,583.42,60.05,2.48
2022-03-23 01:00:00,16.47,104.75,294.64,31.95,2.9
2022-03-23 02:00:00,14.71,0.95,0.0,0.95,2.62
2022-03-23 03:00:00,12.65,0.0,-0.0,0.0,2.48
2022-03-23 04:00:00,11.12,0.0,-0.0,0.0,2.34
2022-03-23 05:00:00,9.86,0.0,-0.0,0.0,2.21
2022-03-23 06:00:00,8.77,0.0,-0.0,0.0,2.28
2022-03-23 07:00:00,7.64,0.0,-0.0,0.0,2.48
2022-03-23 08:00:00,6.91,0.0,-0.0,0.0,2.41
2022-03-23 09:00:00,6.76,0.0,-0.0,0.0,2.41
2022-03-23 10:00:00,6.49,0.0,-0.0,0.0,2.55
2022-03-23 11:00:00,5.92,0.0,-0.0,0.0,2.62
2022-03-23 12:00:00,5.42,0.0,-0.0,0.0,2.48
2022-03-23 13:00:00,4.9,0.0,-0.0,0.0,2.21
2022-03-23 14:00:00,4.16,0.0,-0.0,0.0,1.72
2022-03-23 15:00:00,4.87,262.9,1031.86,61.1,1.31
2022-03-23 16:00:00,7.36,489.55,1045.72,76.75,2.0
2022-03-23 17:00:00,9.31,685.4,1058.05,84.7,3.17
2022-03-23 18:00:00,11.07,823.25,1038.92,93.15,3.59
2022-03-23 19:00:00,12.72,890.1,975.23,119.1,3.66
2022-03-23 20:00:00,14.11,907.0,980.74,97.65,3.86
2022-03-23 21:00:00,15.29,851.2,946.0,90.25,4.07
2022-03-23 22:00:00,16.19,718.35,857.26,93.05,4.62
2022-03-23 23:00:00,16.56,550.45,784.63,75.4,5.17
2022-03-24 00:00:00,16.3,335.55,618.15,61.15,5.45
2022-03-24 01:00:00,15.35,114.25,323.65,33.35,5.03
2022-03-24 02:00:00,13.91,1.15,0.0,1.15,4.21
2022-03-24 03:00:00,12.3,0.0,-0.0,0.0,3.17
2022-03-24 04:00:00,10.93,0.0,-0.0,0.0,2.34
2022-03-24 05:00:00,9.18,0.0,-0.0,0.0,1.86
2022-03-24 06:00:00,9.29,0.0,-0.0,0.0,1.17
2022-03-24 07:00:00,9.42,0.0,-0.0,0.0,0.28
2022-03-24 08:00:00,8.89,0.0,-0.0,0.0,0.28
2022-03-24 09:00:00,8.43,0.0,-0.0,0.0,0.69
2022-03-24 10:00:00,8.11,0.0,-0.0,0.0,1.03
2022-03-24 11:00:00,7.14,0.0,-0.0,0.0,1.24
2022-03-24 12:00:00,6.84,0.0,-0.0,0.0,1.24
2022-03-24 13:00:00,6.73,0.0,-0.0,0.0,0.97
2022-03-24 14:00:00,6.34,0.0,-0.0,0.0,0.69
2022-03-24 15:00:00,6.65,290.95,1163.18,57.6,0.69
2022-03-24 16:00:00,9.01,512.35,1098.43,73.35,0.97
2022-03-24 17:00:00,11.76,701.6,1079.73,83.5,1.52
2022-03-24 18:00:00,13.85,837.9,1055.4,91.5,1.66
2022-03-24 19:00:00,14.87,900.15,969.58,129.55,0.34
2022-03-24 20:00:00,16.11,906.2,947.3,120.75,0.69
2022-03-24 21:00:00,17.29,849.15,927.23,99.95,1.86
2022-03-24 22:00:00,18.01,726.7,876.54,84.4,2.97
2022-03-24 23:00:00,18.02,547.65,776.73,74.95,3.52
2022-03-25 00:00:00,17.37,326.25,566.64,73.05,3.66
2022-03-25 01:00:00,16.13,100.5,193.82,51.5,3.66
2022-03-25 02:00:00,14.27,1.7,3.5,1.55,3.24
2022-03-25 03:00:00,12.22,0.0,-0.0,0.0,2.41
2022-03-25 04:00:00,10.93,0.0,-0.0,0.0,1.72
2022-03-25 05:00:00,9.86,0.0,-0.0,0.0,1.52
2022-03-25 06:00:00,8.65,0.0,-0.0,0.0,1.59
2022-03-25 07:00:00,7.46,0.0,-0.0,0.0,1.66
2022-03-25 08:00:00,6.74,0.0,-0.0,0.0,1.66
2022-03-25 09:00:00,6.16,0.0,-0.0,0.0,1.79
2022-03-25 10:00:00,5.25,0.0,-0.0,0.0,1.86
2022-03-25 11:00:00,4.37,0.0,-0.0,0.0,1.93
2022-03-25 12:00:00,3.82,0.0,-0.0,0.0,2.07
2022-03-25 13:00:00,3.74,0.0,-0.0,0.0,2.21
2022-03-25 14:00:00,3.92,0.0,-0.0,0.0,2.21
2022-03-25 15:00:00,5.05,125.25,188.92,86.4,2.55
2022-03-25 16:00:00,6.26,331.3,388.08,174.3,3.24
2022-03-25 17:00:00,8.13,345.3,181.93,240.3,4.41
2022-03-25 18:00:00,8.96,508.0,342.58,264.2,4.62
2022-03-25 19:00:00,11.17,511.2,374.0,212.4,4.55
2022-03-25 20:00:00,11.39,526.9,219.27,344.25,4.55
2022-03-25 21:00:00,11.42,696.1,574.33,230.0,4.62
2022-03-25 22:00:00,11.9,587.95,516.93,207.45,4.69
2022-03-25 23:00:00,11.61,433.9,437.9,166.05,4.55
2022-03-26 00:00:00,11.05,243.7,343.64,89.15,4.62
2022-03-26 01:00:00,10.14,95.45,210.05,41.75,4.41
2022-03-26 02:00:00,8.69,1.8,7.67,1.45,3.93
2022-03-26 03:00:00,7.17,0.0,-0.0,0.0,3.38
2022-03-26 04:00:00,6.35,0.0,-0.0,0.0,2.62
2022-03-26 05:00:00,6.01,0.0,-0.0,0.0,2.0
2022-03-26 06:00:00,5.53,0.0,-0.0,0.0,1.59
2022-03-26 07:00:00,5.33,0.0,-0.0,0.0,1.86
2022-03-26 08:00:00,5.33,0.0,-0.0,0.0,1.59
2022-03-26 09:00:00,4.97,0.0,-0.0,0.0,1.17
2022-03-26 10:00:00,4.17,0.0,-0.0,0.0,0.9
2022-03-26 11:00:00,4.26,0.0,-0.0,0.0,0.62
2022-03-26 12:00:00,4.19,0.0,-0.0,0.0,0.34
2022-03-26 13:00:00,4.05,0.0,-0.0,0.0,0.14
2022-03-26 14:00:00,4.26,0.0,-0.0,0.0,0.48
2022-03-26 15:00:00,5.5,259.6,894.54,71.15,0.41
2022-03-26 16:00:00,8.68,485.0,978.95,84.2,0.83
2022-03-26 17:00:00,10.68,651.9,969.15,88.05,1.66
2022-03-26 18:00:00,12.11,819.7,972.98,123.0,2.07
2022-03-26 19:00:00,13.66,909.6,1016.78,93.1,2.21
2022-03-26 20:00:00,14.89,905.45,944.9,114.75,2.28
2022-03-26 21:00:00,15.89,845.7,911.69,102.6,2.34
2022-03-26 22:00:00,16.61,727.1,867.34,85.85,2.48
2022-03-26 23:00:00,17.07,549.0,768.47,76.6,2.69
2022-03-27 00:00:00,17.27,335.55,603.59,62.35,3.17
2022-03-27 01:00:00,17.02,118.0,321.13,35.0,3.24
2022-03-27 02:00:00,15.91,2.4,15.47,1.65,2.48
2022-03-27 03:00:00,14.45,0.0,-0.0,0.0,1.86
2022-03-27 04:00:00,13.07,0.0,-0.0,0.0,1.52
2022-03-27 05:00:00,11.6,0.0,-0.0,0.0,1.38
2022-03-27 06:00:00,11.37,0.0,-0.0,0.0,1.24
2022-03-27 07:00:00,11.91,0.0,-0.0,0.0,0.83
2022-03-27 08:00:00,11.24,0.0,-0.0,0.0,0.83
2022-03-27 09:00:00,10.58,0.0,-0.0,0.0,0.76
2022-03-27 10:00:00,9.97,0.0,-0.0,0.0,0.83
2022-03-27 11:00:00,9.52,0.0,-0.0,0.0,0.83
2022-03-27 12:00:00,9.16,0.0,-0.0,0.0,0.76
2022-03-27 13:00:00,8.93,0.0,-0.0,0.0,0.76
2022-03-27 14:00:00,8.76,26.8,0.0,26.8,0.83
2022-03-27 15:00:00,9.34,299.9,1115.6,59.3,0.76
2022-03-27 16:00:00,12.08,519.05,1072.27,74.85,1.03
2022-03-27 17:00:00,15.18,706.35,1060.0,84.75,1.59
2022-03-27 18:00:00,17.34,842.65,1043.38,91.0,1.79
2022-03-27 19:00:00,18.13,916.55,1019.1,94.05,1.38
2022-03-27 20:00:00,19.51,921.65,984.34,94.25,0.83
2022-03-27 21:00:00,20.63,857.85,936.23,91.5,0.14
2022-03-27 22:00:00,21.47,730.8,868.56,85.85,0.76
2022-03-27 23:00:00,21.85,551.65,768.85,76.7,1.17
2022-03-28 00:00:00,21.77,337.7,604.21,62.5,1.38
2022-03-28 01:00:00,21.17,119.95,323.25,35.5,1.45
2022-03-28 02:00:00,19.83,2.7,16.57,1.85,1.1
2022-03-28 03:00:00,18.1,0.0,-0.0,0.0,0.97
2022-03-28 04:00:00,16.94,0.0,-0.0,0.0,0.97
2022-03-28 05:00:00,15.68,0.0,-0.0,0.0,0.9
2022-03-28 06:00:00,15.51,0.0,-0.0,0.0,0.76
2022-03-28 07:00:00,15.28,0.0,-0.0,0.0,0.62
2022-03-28 08:00:00,14.68,0.0,-0.0,0.0,0.83
2022-03-28 09:00:00,13.73,0.0,-0.0,0.0,1.03
2022-03-28 10:00:00,13.01,0.0,-0.0,0.0,1.17
2022-03-28 11:00:00,12.51,0.0,-0.0,0.0,1.24
2022-03-28 12:00:00,12.17,0.0,-0.0,0.0,1.31
2022-03-28 13:00:00,11.94,0.0,-0.0,0.0,1.31
2022-03-28 14:00:00,11.58,28.25,0.0,28.25,1.38
2022-03-28 15:00:00,12.07,308.1,1124.84,59.9,1.31
2022-03-28 16:00:00,14.48,528.8,1082.39,75.2,1.31
2022-03-28 17:00:00,18.05,717.35,1069.89,85.05,1.72
2022-03-28 18:00:00,20.33,854.1,1052.7,91.2,1.59
2022-03-28 19:00:00,21.55,929.4,1029.66,94.25,2.21
2022-03-28 20:00:00,23.08,935.45,996.01,94.55,1.86
2022-03-28 21:00:00,24.22,871.2,948.21,91.8,1.72
2022-03-28 22:00:00,24.95,742.65,880.42,86.1,1.31
2022-03-28 23:00:00,25.35,561.45,780.47,77.0,1.1
2022-03-29 00:00:00,25.27,345.3,616.1,62.95,1.17
2022-03-29 01:00:00,24.5,124.5,334.07,36.3,1.31
2022-03-29 02:00:00,22.83,3.15,19.41,2.1,1.1
2022-03-29 03:00:00,20.59,0.0,-0.0,0.0,1.31
2022-03-29 04:00:00,18.61,0.0,-0.0,0.0,1.59
